,head,tail,label
72,Drug:4609,Protein:2345,1
73,Drug:4424,Protein:3580,0
74,Drug:1609,Protein:2938,1
75,Drug:1175,Protein:1560,1
76,Drug:26,Protein:2667,1
77,Drug:6460,Protein:1474,1
78,Drug:6221,Protein:2239,1
79,Drug:2143,Protein:3797,0
80,Drug:4218,Protein:844,0
81,Drug:5005,Protein:3545,0
82,Drug:4379,Protein:3544,1
83,Drug:537,Protein:2160,0
84,Drug:851,Protein:734,0
85,Drug:1474,Protein:4091,0
86,Drug:2497,Protein:1560,1
87,Drug:2079,Protein:3300,0
88,Drug:2713,Protein:1541,1
89,Drug:6304,Protein:2214,0
90,Drug:4259,Protein:47,0
91,Drug:5542,Protein:704,1
92,Drug:2795,Protein:1119,0
93,Drug:4339,Protein:3226,0
94,Drug:5742,Protein:3556,0
95,Drug:1304,Protein:3654,1
96,Drug:2254,Protein:3928,0
97,Drug:5161,Protein:546,0
98,Drug:5899,Protein:3306,0
99,Drug:5568,Protein:3428,1
100,Drug:5298,Protein:1111,1
101,Drug:3229,Protein:503,0
102,Drug:6158,Protein:2551,1
103,Drug:696,Protein:1227,0
104,Drug:6346,Protein:3471,0
105,Drug:2600,Protein:2204,0
106,Drug:3880,Protein:1377,1
107,Drug:4510,Protein:3468,0
108,Drug:528,Protein:2700,1
109,Drug:5951,Protein:3662,0
110,Drug:4880,Protein:3765,0
111,Drug:1357,Protein:3992,0
112,Drug:366,Protein:2746,0
113,Drug:2975,Protein:1744,0
114,Drug:4735,Protein:2959,0
115,Drug:5405,Protein:3472,0
116,Drug:3649,Protein:808,0
117,Drug:2298,Protein:14,0
118,Drug:6103,Protein:4389,0
119,Drug:2179,Protein:1178,1
120,Drug:5087,Protein:1384,0
121,Drug:2399,Protein:3548,1
122,Drug:5877,Protein:4209,1
123,Drug:4918,Protein:4367,0
124,Drug:4881,Protein:42,0
125,Drug:310,Protein:2440,0
126,Drug:3593,Protein:35,1
127,Drug:2794,Protein:1561,1
128,Drug:2251,Protein:1086,1
129,Drug:2399,Protein:2127,1
130,Drug:6433,Protein:3696,0
131,Drug:5266,Protein:826,1
132,Drug:500,Protein:3435,1
133,Drug:3166,Protein:3765,0
134,Drug:228,Protein:1217,0
135,Drug:526,Protein:1339,0
136,Drug:1112,Protein:1527,0
137,Drug:1000,Protein:3420,1
138,Drug:6388,Protein:230,1
139,Drug:397,Protein:3703,0
140,Drug:3364,Protein:418,0
141,Drug:5660,Protein:230,1
142,Drug:4793,Protein:3424,0
143,Drug:5794,Protein:2322,0
144,Drug:851,Protein:2592,0
145,Drug:3474,Protein:2034,1
146,Drug:5317,Protein:3051,0
147,Drug:1886,Protein:3013,1
148,Drug:4688,Protein:860,0
149,Drug:3723,Protein:104,0
150,Drug:3903,Protein:4218,1
151,Drug:6453,Protein:3016,0
152,Drug:1577,Protein:2517,0
153,Drug:6276,Protein:3462,1
154,Drug:5985,Protein:4086,0
155,Drug:4647,Protein:1926,1
156,Drug:3799,Protein:1804,1
157,Drug:5383,Protein:619,0
158,Drug:1446,Protein:1712,0
159,Drug:5368,Protein:2946,0
160,Drug:3489,Protein:1408,1
161,Drug:2399,Protein:3131,1
162,Drug:1003,Protein:173,0
163,Drug:4566,Protein:4038,0
164,Drug:3183,Protein:1031,0
165,Drug:927,Protein:4256,0
166,Drug:1984,Protein:1391,1
167,Drug:1482,Protein:3472,0
168,Drug:1359,Protein:356,0
169,Drug:381,Protein:979,0
170,Drug:3488,Protein:1671,0
171,Drug:3622,Protein:249,1
172,Drug:5945,Protein:1505,1
173,Drug:6221,Protein:55,1
174,Drug:2358,Protein:3819,0
175,Drug:3079,Protein:408,0
176,Drug:5383,Protein:3868,1
177,Drug:730,Protein:2931,1
178,Drug:210,Protein:3491,1
179,Drug:1226,Protein:4009,1
180,Drug:954,Protein:1470,0
181,Drug:1699,Protein:3282,1
182,Drug:4058,Protein:3279,0
183,Drug:6555,Protein:4379,1
184,Drug:5773,Protein:2064,0
185,Drug:3922,Protein:2487,0
186,Drug:2623,Protein:824,1
187,Drug:3185,Protein:2228,1
188,Drug:1374,Protein:3428,1
189,Drug:1837,Protein:4028,0
190,Drug:6426,Protein:75,1
191,Drug:4698,Protein:303,0
192,Drug:210,Protein:207,1
193,Drug:6232,Protein:2586,0
194,Drug:1290,Protein:958,0
195,Drug:2400,Protein:188,0
196,Drug:6383,Protein:3213,1
197,Drug:2742,Protein:3345,1
198,Drug:586,Protein:2155,1
199,Drug:6270,Protein:2254,0
200,Drug:221,Protein:241,0
201,Drug:2079,Protein:3886,0
202,Drug:5915,Protein:526,1
203,Drug:2388,Protein:63,0
204,Drug:147,Protein:877,0
205,Drug:6221,Protein:1740,1
206,Drug:1613,Protein:1145,0
207,Drug:3520,Protein:407,0
208,Drug:2330,Protein:703,0
209,Drug:3302,Protein:3390,0
210,Drug:1174,Protein:706,1
211,Drug:5061,Protein:3032,1
212,Drug:19,Protein:1965,0
213,Drug:5334,Protein:39,0
214,Drug:6506,Protein:4449,1
215,Drug:4210,Protein:4461,0
216,Drug:2744,Protein:277,1
217,Drug:803,Protein:4326,1
218,Drug:3567,Protein:3013,1
219,Drug:1310,Protein:1753,0
220,Drug:5664,Protein:2405,1
221,Drug:6278,Protein:267,0
222,Drug:5279,Protein:2074,0
223,Drug:92,Protein:4008,0
224,Drug:669,Protein:3424,1
225,Drug:315,Protein:323,1
226,Drug:1143,Protein:360,1
227,Drug:162,Protein:4085,0
228,Drug:1535,Protein:3885,0
229,Drug:4086,Protein:2249,1
230,Drug:2587,Protein:3627,0
231,Drug:5793,Protein:3428,1
232,Drug:3567,Protein:428,1
233,Drug:3879,Protein:1403,0
234,Drug:1618,Protein:1602,1
235,Drug:708,Protein:1934,0
236,Drug:982,Protein:773,1
237,Drug:157,Protein:2826,1
238,Drug:2771,Protein:1232,0
239,Drug:1913,Protein:1167,1
240,Drug:2202,Protein:1329,1
241,Drug:6201,Protein:3229,0
242,Drug:1799,Protein:1505,1
243,Drug:5038,Protein:425,1
244,Drug:2877,Protein:3750,1
245,Drug:1460,Protein:1719,0
246,Drug:1203,Protein:670,1
247,Drug:38,Protein:1138,1
248,Drug:6346,Protein:2192,0
249,Drug:3556,Protein:2245,1
250,Drug:2251,Protein:3819,0
251,Drug:128,Protein:4207,0
252,Drug:5346,Protein:1675,1
253,Drug:44,Protein:1192,0
254,Drug:1210,Protein:4367,0
255,Drug:6120,Protein:2536,0
256,Drug:2744,Protein:4224,1
257,Drug:717,Protein:2890,0
258,Drug:315,Protein:747,1
259,Drug:2262,Protein:4281,0
260,Drug:2214,Protein:2074,1
261,Drug:6344,Protein:2423,1
262,Drug:5035,Protein:1389,0
263,Drug:4801,Protein:1487,1
264,Drug:3601,Protein:3306,1
265,Drug:2028,Protein:3544,1
266,Drug:6491,Protein:3156,1
267,Drug:1164,Protein:649,0
268,Drug:5414,Protein:1126,0
269,Drug:940,Protein:152,0
270,Drug:3139,Protein:2199,0
271,Drug:6764,Protein:3071,0
272,Drug:2660,Protein:428,1
273,Drug:4508,Protein:3458,0
274,Drug:801,Protein:1550,1
275,Drug:3276,Protein:963,1
276,Drug:5153,Protein:896,0
277,Drug:2636,Protein:3341,0
278,Drug:3871,Protein:1900,0
279,Drug:552,Protein:1465,1
280,Drug:2184,Protein:3056,0
281,Drug:4488,Protein:1487,1
282,Drug:3683,Protein:1003,1
283,Drug:4028,Protein:1146,1
284,Drug:5830,Protein:2876,0
285,Drug:4862,Protein:2511,1
286,Drug:2113,Protein:354,1
287,Drug:420,Protein:1910,0
288,Drug:6353,Protein:3450,0
289,Drug:3094,Protein:3245,0
290,Drug:1595,Protein:3850,0
291,Drug:3736,Protein:1604,0
292,Drug:2676,Protein:1390,1
293,Drug:5351,Protein:1211,0
294,Drug:1748,Protein:986,0
295,Drug:6221,Protein:1392,1
296,Drug:2399,Protein:2847,1
297,Drug:3240,Protein:4376,0
298,Drug:6392,Protein:2814,1
299,Drug:5339,Protein:4381,1
300,Drug:6014,Protein:2205,0
301,Drug:5265,Protein:2956,0
302,Drug:272,Protein:1061,0
303,Drug:28,Protein:3200,1
304,Drug:1230,Protein:116,0
305,Drug:1786,Protein:645,0
306,Drug:989,Protein:2902,0
307,Drug:2106,Protein:1394,1
308,Drug:4224,Protein:75,1
309,Drug:1536,Protein:3291,0
310,Drug:60,Protein:1595,1
311,Drug:6422,Protein:3345,1
312,Drug:4658,Protein:1914,0
313,Drug:3153,Protein:1683,0
314,Drug:4236,Protein:3306,0
315,Drug:6575,Protein:338,0
316,Drug:4882,Protein:2848,0
317,Drug:3261,Protein:3759,0
318,Drug:500,Protein:255,0
319,Drug:3946,Protein:3498,1
320,Drug:4318,Protein:790,0
321,Drug:5844,Protein:4184,0
322,Drug:5705,Protein:3433,1
323,Drug:1175,Protein:2820,0
324,Drug:5801,Protein:2985,1
325,Drug:1722,Protein:4075,0
326,Drug:2467,Protein:2634,0
327,Drug:2407,Protein:2986,1
328,Drug:5635,Protein:4234,1
329,Drug:2079,Protein:2214,0
330,Drug:3826,Protein:1334,1
331,Drug:4275,Protein:4063,0
332,Drug:238,Protein:1068,0
333,Drug:2106,Protein:2217,1
334,Drug:6209,Protein:2321,0
335,Drug:4104,Protein:740,0
336,Drug:2643,Protein:41,1
337,Drug:492,Protein:3772,1
338,Drug:5153,Protein:1917,0
339,Drug:4504,Protein:1009,0
340,Drug:98,Protein:2350,0
341,Drug:4791,Protein:3742,0
342,Drug:1189,Protein:4326,1
343,Drug:825,Protein:1334,1
344,Drug:4040,Protein:2059,0
345,Drug:6714,Protein:104,0
346,Drug:12,Protein:1093,1
347,Drug:3087,Protein:2785,0
348,Drug:6244,Protein:1712,1
349,Drug:165,Protein:3784,1
350,Drug:1907,Protein:1685,0
351,Drug:3185,Protein:2337,0
352,Drug:1448,Protein:78,0
353,Drug:4929,Protein:2499,0
354,Drug:6233,Protein:813,0
355,Drug:5561,Protein:1303,0
356,Drug:3441,Protein:642,0
357,Drug:1299,Protein:2082,0
358,Drug:2099,Protein:951,0
359,Drug:2919,Protein:3953,0
360,Drug:1138,Protein:269,0
361,Drug:155,Protein:1888,0
362,Drug:561,Protein:2308,0
363,Drug:6102,Protein:685,0
364,Drug:828,Protein:4088,0
365,Drug:4425,Protein:2504,1
366,Drug:117,Protein:3747,0
367,Drug:5504,Protein:1062,0
368,Drug:5317,Protein:2784,0
369,Drug:4546,Protein:3444,0
370,Drug:4395,Protein:249,1
371,Drug:4675,Protein:418,0
372,Drug:133,Protein:1094,0
373,Drug:3683,Protein:3708,1
374,Drug:1348,Protein:3826,0
375,Drug:3411,Protein:842,0
376,Drug:3816,Protein:3335,0
377,Drug:2036,Protein:413,1
378,Drug:949,Protein:2154,0
379,Drug:1967,Protein:4396,0
380,Drug:4888,Protein:1345,0
381,Drug:6096,Protein:1378,1
382,Drug:4064,Protein:1825,1
383,Drug:1699,Protein:3534,1
384,Drug:24,Protein:2442,1
385,Drug:3511,Protein:2320,0
386,Drug:3964,Protein:1387,0
387,Drug:774,Protein:2592,1
388,Drug:26,Protein:1598,1
389,Drug:5379,Protein:3840,0
390,Drug:1815,Protein:3549,0
391,Drug:4750,Protein:1080,0
392,Drug:583,Protein:1329,1
393,Drug:3310,Protein:3950,0
394,Drug:3977,Protein:2345,0
395,Drug:5988,Protein:2269,0
396,Drug:4615,Protein:523,0
397,Drug:4433,Protein:515,1
398,Drug:3571,Protein:2465,0
399,Drug:3719,Protein:4015,0
400,Drug:631,Protein:3506,0
401,Drug:6767,Protein:4280,0
402,Drug:6733,Protein:3190,0
403,Drug:5807,Protein:523,0
404,Drug:2094,Protein:1602,1
405,Drug:3843,Protein:658,1
406,Drug:123,Protein:2052,1
407,Drug:1997,Protein:3309,0
408,Drug:2419,Protein:2728,0
409,Drug:5649,Protein:1112,0
410,Drug:1967,Protein:1892,0
411,Drug:3350,Protein:1693,0
412,Drug:2616,Protein:1487,1
413,Drug:2361,Protein:1958,1
414,Drug:1150,Protein:2914,1
415,Drug:1380,Protein:1092,1
416,Drug:2043,Protein:124,0
417,Drug:4629,Protein:1107,0
418,Drug:1043,Protein:2065,0
419,Drug:6653,Protein:2437,0
420,Drug:1007,Protein:2229,0
421,Drug:3855,Protein:3977,0
422,Drug:6680,Protein:3092,1
423,Drug:3434,Protein:1913,0
424,Drug:1491,Protein:1222,0
425,Drug:1621,Protein:2663,0
426,Drug:4527,Protein:2386,0
427,Drug:490,Protein:2067,0
428,Drug:3286,Protein:710,0
429,Drug:3970,Protein:1303,1
430,Drug:4554,Protein:3126,0
431,Drug:3555,Protein:690,0
432,Drug:2533,Protein:1493,1
433,Drug:4455,Protein:1687,0
434,Drug:6527,Protein:2995,1
435,Drug:2202,Protein:4220,0
436,Drug:6221,Protein:1369,1
437,Drug:2722,Protein:1108,1
438,Drug:2455,Protein:1930,1
439,Drug:345,Protein:1776,1
440,Drug:1078,Protein:3210,1
441,Drug:5379,Protein:1576,0
442,Drug:3919,Protein:4392,1
443,Drug:849,Protein:1167,1
444,Drug:4939,Protein:29,0
445,Drug:6492,Protein:351,0
446,Drug:2427,Protein:248,0
447,Drug:4537,Protein:865,1
448,Drug:3966,Protein:3224,0
449,Drug:4934,Protein:4040,0
450,Drug:1407,Protein:298,0
451,Drug:35,Protein:3753,0
452,Drug:4527,Protein:3556,1
453,Drug:2580,Protein:1659,0
454,Drug:5684,Protein:2612,0
455,Drug:4097,Protein:338,1
456,Drug:46,Protein:4174,1
457,Drug:3305,Protein:2865,1
458,Drug:616,Protein:1215,1
459,Drug:4052,Protein:3778,1
460,Drug:260,Protein:2942,1
461,Drug:1774,Protein:4239,1
462,Drug:4485,Protein:2537,1
463,Drug:2488,Protein:1449,0
464,Drug:2503,Protein:2223,0
465,Drug:643,Protein:3024,0
466,Drug:4469,Protein:581,0
467,Drug:1111,Protein:3151,0
468,Drug:4945,Protein:3922,0
469,Drug:5465,Protein:2985,0
470,Drug:78,Protein:1667,0
471,Drug:4910,Protein:3282,1
472,Drug:610,Protein:1123,0
473,Drug:3489,Protein:2926,1
474,Drug:410,Protein:2211,0
475,Drug:3761,Protein:2660,1
476,Drug:4696,Protein:3825,1
477,Drug:3741,Protein:558,0
478,Drug:6640,Protein:3550,0
479,Drug:6530,Protein:4144,0
480,Drug:433,Protein:2441,0
481,Drug:1425,Protein:1329,0
482,Drug:35,Protein:4267,1
483,Drug:4543,Protein:2794,0
484,Drug:3477,Protein:2958,1
485,Drug:4625,Protein:263,0
486,Drug:2017,Protein:2354,1
487,Drug:5336,Protein:1806,1
488,Drug:708,Protein:4238,0
489,Drug:3707,Protein:3884,1
490,Drug:3901,Protein:3584,0
491,Drug:2902,Protein:3222,0
492,Drug:5362,Protein:2900,0
493,Drug:5259,Protein:3918,0
494,Drug:4652,Protein:188,0
495,Drug:4715,Protein:808,1
496,Drug:4899,Protein:83,0
497,Drug:2426,Protein:1949,1
498,Drug:3646,Protein:3007,1
499,Drug:3639,Protein:2608,0
500,Drug:3796,Protein:3216,1
501,Drug:4234,Protein:3640,0
502,Drug:3370,Protein:781,1
503,Drug:5906,Protein:1207,1
504,Drug:2435,Protein:2070,1
505,Drug:6620,Protein:3409,1
506,Drug:5326,Protein:4332,0
507,Drug:15,Protein:4326,1
508,Drug:1797,Protein:3027,0
509,Drug:6013,Protein:3530,1
510,Drug:2989,Protein:2941,1
511,Drug:1449,Protein:2,0
512,Drug:6385,Protein:3249,1
513,Drug:3252,Protein:4437,1
514,Drug:4675,Protein:1736,1
515,Drug:2801,Protein:4155,0
516,Drug:1774,Protein:1647,1
517,Drug:4086,Protein:1014,1
518,Drug:797,Protein:1740,1
519,Drug:3447,Protein:384,0
520,Drug:4375,Protein:2785,0
521,Drug:324,Protein:1863,0
522,Drug:1005,Protein:3555,1
523,Drug:3798,Protein:295,1
524,Drug:5757,Protein:3905,0
525,Drug:2131,Protein:4098,0
526,Drug:4060,Protein:962,0
527,Drug:4459,Protein:1791,0
528,Drug:895,Protein:1262,1
529,Drug:3899,Protein:2983,0
530,Drug:2110,Protein:4033,0
531,Drug:1797,Protein:1707,0
532,Drug:5845,Protein:4335,0
533,Drug:163,Protein:1517,0
534,Drug:1022,Protein:1740,1
535,Drug:904,Protein:2189,0
536,Drug:802,Protein:3619,0
537,Drug:25,Protein:2115,0
538,Drug:1583,Protein:4045,1
539,Drug:2946,Protein:3425,0
540,Drug:1546,Protein:1941,0
541,Drug:1330,Protein:2788,0
542,Drug:2130,Protein:645,0
543,Drug:4965,Protein:3293,1
544,Drug:1442,Protein:2924,0
545,Drug:2152,Protein:1740,1
546,Drug:2094,Protein:1334,1
547,Drug:5664,Protein:126,0
548,Drug:5565,Protein:1337,0
549,Drug:6233,Protein:2977,0
550,Drug:5487,Protein:899,1
551,Drug:2879,Protein:999,0
552,Drug:6687,Protein:3639,1
553,Drug:636,Protein:2390,0
554,Drug:707,Protein:573,0
555,Drug:5043,Protein:1789,0
556,Drug:6732,Protein:4005,0
557,Drug:4229,Protein:1569,1
558,Drug:6687,Protein:3466,0
559,Drug:1620,Protein:3551,0
560,Drug:5363,Protein:1136,1
561,Drug:1871,Protein:2699,0
562,Drug:6517,Protein:966,0
563,Drug:1353,Protein:2537,1
564,Drug:1599,Protein:727,0
565,Drug:8,Protein:702,0
566,Drug:4011,Protein:563,1
567,Drug:4326,Protein:600,1
568,Drug:2476,Protein:2637,0
569,Drug:4648,Protein:1574,0
570,Drug:1728,Protein:288,1
571,Drug:5436,Protein:1098,1
572,Drug:714,Protein:2614,0
573,Drug:4857,Protein:205,0
574,Drug:2519,Protein:641,1
575,Drug:2094,Protein:3428,1
576,Drug:1559,Protein:3683,0
577,Drug:1540,Protein:3277,0
578,Drug:5140,Protein:923,1
579,Drug:6302,Protein:1552,0
580,Drug:803,Protein:722,1
581,Drug:6617,Protein:4235,0
582,Drug:6221,Protein:2482,1
583,Drug:5118,Protein:2577,1
584,Drug:4806,Protein:1111,1
585,Drug:3326,Protein:3443,1
586,Drug:1854,Protein:3282,1
587,Drug:6683,Protein:3771,1
588,Drug:5372,Protein:443,1
589,Drug:3959,Protein:3774,0
590,Drug:880,Protein:3458,1
591,Drug:712,Protein:3549,0
592,Drug:676,Protein:1011,0
593,Drug:3186,Protein:3651,0
594,Drug:6016,Protein:1410,0
595,Drug:1979,Protein:4401,0
596,Drug:5745,Protein:1725,0
597,Drug:4651,Protein:3378,1
598,Drug:2911,Protein:2146,0
599,Drug:6192,Protein:2045,0
600,Drug:3380,Protein:702,0
601,Drug:2248,Protein:206,0
602,Drug:6673,Protein:590,0
603,Drug:731,Protein:2961,0
604,Drug:1903,Protein:2237,0
605,Drug:408,Protein:3726,0
606,Drug:1000,Protein:319,1
607,Drug:5962,Protein:4272,1
608,Drug:3335,Protein:1636,0
609,Drug:1326,Protein:4425,1
610,Drug:1902,Protein:2631,0
611,Drug:4776,Protein:1298,1
612,Drug:5777,Protein:3784,1
613,Drug:1455,Protein:2959,1
614,Drug:2828,Protein:1252,1
615,Drug:6199,Protein:2332,0
616,Drug:2110,Protein:2047,0
617,Drug:5870,Protein:637,1
618,Drug:3374,Protein:2362,1
619,Drug:4385,Protein:3172,0
620,Drug:3446,Protein:3079,1
621,Drug:3375,Protein:3873,0
622,Drug:3601,Protein:2495,1
623,Drug:2237,Protein:1087,0
624,Drug:1845,Protein:1283,0
625,Drug:2654,Protein:3636,0
626,Drug:6583,Protein:2648,0
627,Drug:3467,Protein:2784,0
628,Drug:2405,Protein:1641,1
629,Drug:4203,Protein:3464,0
630,Drug:1612,Protein:3454,0
631,Drug:4862,Protein:114,1
632,Drug:2118,Protein:3498,1
633,Drug:2128,Protein:2156,0
634,Drug:6025,Protein:3351,1
635,Drug:2195,Protein:874,0
636,Drug:2604,Protein:309,0
637,Drug:791,Protein:3409,1
638,Drug:6007,Protein:870,0
639,Drug:4152,Protein:662,0
640,Drug:2106,Protein:3669,1
641,Drug:1836,Protein:488,0
642,Drug:1000,Protein:1445,1
643,Drug:5217,Protein:1280,0
644,Drug:3828,Protein:2616,1
645,Drug:1269,Protein:3106,0
646,Drug:5877,Protein:34,1
647,Drug:604,Protein:1269,0
648,Drug:1829,Protein:2003,0
649,Drug:231,Protein:3155,0
650,Drug:2626,Protein:3394,0
651,Drug:1130,Protein:1826,0
652,Drug:1496,Protein:1533,0
653,Drug:5875,Protein:2100,0
654,Drug:2783,Protein:3204,0
655,Drug:2857,Protein:1455,0
656,Drug:5382,Protein:755,0
657,Drug:4696,Protein:805,1
658,Drug:448,Protein:1647,1
659,Drug:6118,Protein:90,0
660,Drug:1642,Protein:4058,1
661,Drug:4615,Protein:876,1
662,Drug:4206,Protein:1322,0
663,Drug:667,Protein:2721,0
664,Drug:1191,Protein:1086,1
665,Drug:6354,Protein:2590,1
666,Drug:4568,Protein:246,0
667,Drug:114,Protein:1466,0
668,Drug:2168,Protein:2344,0
669,Drug:4090,Protein:3131,1
670,Drug:3865,Protein:3106,1
671,Drug:6712,Protein:3544,1
672,Drug:2209,Protein:3886,1
673,Drug:1887,Protein:3085,0
674,Drug:4580,Protein:4469,0
675,Drug:6255,Protein:3925,0
676,Drug:6765,Protein:4470,0
677,Drug:3168,Protein:538,0
678,Drug:3160,Protein:257,0
679,Drug:3089,Protein:3886,0
680,Drug:5906,Protein:2202,1
681,Drug:4713,Protein:672,0
682,Drug:122,Protein:876,0
683,Drug:1198,Protein:2146,0
684,Drug:293,Protein:1262,1
685,Drug:933,Protein:173,0
686,Drug:1747,Protein:1840,0
687,Drug:6507,Protein:3114,0
688,Drug:718,Protein:4070,0
689,Drug:5474,Protein:451,1
690,Drug:5297,Protein:2576,0
691,Drug:6460,Protein:1356,1
692,Drug:3578,Protein:552,0
693,Drug:1150,Protein:276,1
694,Drug:4862,Protein:2601,1
695,Drug:1108,Protein:2169,1
696,Drug:5006,Protein:3050,0
697,Drug:2205,Protein:3509,0
698,Drug:3298,Protein:389,0
699,Drug:2873,Protein:826,0
700,Drug:2875,Protein:3638,0
701,Drug:365,Protein:3879,1
702,Drug:2797,Protein:1878,1
703,Drug:6456,Protein:2830,0
704,Drug:532,Protein:417,1
705,Drug:6517,Protein:382,0
706,Drug:3865,Protein:864,1
707,Drug:1347,Protein:812,0
708,Drug:5346,Protein:926,1
709,Drug:4244,Protein:404,0
710,Drug:3657,Protein:4019,1
711,Drug:76,Protein:926,0
712,Drug:3015,Protein:2595,0
713,Drug:2474,Protein:3197,1
714,Drug:5842,Protein:753,1
715,Drug:5852,Protein:2415,1
716,Drug:5939,Protein:572,0
717,Drug:327,Protein:2642,0
718,Drug:5373,Protein:3595,0
719,Drug:2965,Protein:4001,1
720,Drug:6064,Protein:805,0
721,Drug:2437,Protein:4007,1
722,Drug:3387,Protein:4449,1
723,Drug:4755,Protein:3727,1
724,Drug:492,Protein:1567,1
725,Drug:1174,Protein:2180,1
726,Drug:2067,Protein:4181,0
727,Drug:1678,Protein:3872,0
728,Drug:6015,Protein:3882,0
729,Drug:3882,Protein:2610,0
730,Drug:776,Protein:1157,0
731,Drug:1509,Protein:2313,1
732,Drug:5061,Protein:56,1
733,Drug:6690,Protein:3565,0
734,Drug:6497,Protein:3892,0
735,Drug:5755,Protein:898,0
736,Drug:2707,Protein:4021,0
737,Drug:5604,Protein:3594,1
738,Drug:4347,Protein:148,0
739,Drug:6618,Protein:4207,0
740,Drug:307,Protein:4449,1
741,Drug:1000,Protein:2326,1
742,Drug:4239,Protein:2315,0
743,Drug:3636,Protein:1156,1
744,Drug:4452,Protein:913,0
745,Drug:6559,Protein:1717,0
746,Drug:3410,Protein:1479,0
747,Drug:6449,Protein:3639,1
748,Drug:35,Protein:1733,0
749,Drug:492,Protein:1377,1
750,Drug:2728,Protein:2357,1
751,Drug:6099,Protein:695,0
752,Drug:4702,Protein:1241,0
753,Drug:6518,Protein:3329,0
754,Drug:318,Protein:3075,0
755,Drug:2552,Protein:2903,0
756,Drug:1741,Protein:3924,0
757,Drug:2626,Protein:1717,0
758,Drug:2330,Protein:3759,0
759,Drug:3331,Protein:2478,0
760,Drug:4510,Protein:3538,1
761,Drug:4344,Protein:1064,0
762,Drug:4349,Protein:641,1
763,Drug:1931,Protein:1649,0
764,Drug:5196,Protein:2334,0
765,Drug:4696,Protein:4302,1
766,Drug:5370,Protein:150,0
767,Drug:4385,Protein:2973,0
768,Drug:4796,Protein:61,1
769,Drug:2647,Protein:1087,0
770,Drug:1245,Protein:163,0
771,Drug:3690,Protein:3869,1
772,Drug:3031,Protein:485,0
773,Drug:5280,Protein:2280,0
774,Drug:3446,Protein:3963,1
775,Drug:2342,Protein:3282,1
776,Drug:616,Protein:4384,1
777,Drug:2145,Protein:3309,0
778,Drug:3945,Protein:4355,0
779,Drug:2935,Protein:3476,1
780,Drug:4181,Protein:827,0
781,Drug:4696,Protein:1489,0
782,Drug:5056,Protein:2924,0
783,Drug:3543,Protein:2058,0
784,Drug:2219,Protein:851,1
785,Drug:6034,Protein:1590,0
786,Drug:2940,Protein:4396,0
787,Drug:2528,Protein:1567,1
788,Drug:6271,Protein:1494,0
789,Drug:5059,Protein:2169,1
790,Drug:863,Protein:1132,0
791,Drug:6421,Protein:1363,1
792,Drug:6276,Protein:256,0
