,head,tail,label
371,Drug:3833,Protein:2411,0
372,Drug:2715,Protein:2699,1
373,Drug:3648,Protein:1823,1
374,Drug:2154,Protein:3586,1
375,Drug:1501,Protein:244,0
376,Drug:1022,Protein:2796,0
377,Drug:5251,Protein:1740,1
378,Drug:946,Protein:2182,0
379,Drug:2399,Protein:45,1
380,Drug:5971,Protein:2504,0
381,Drug:3000,Protein:1360,1
382,Drug:2935,Protein:4349,1
383,Drug:3683,Protein:2375,1
384,Drug:3319,Protein:3472,1
385,Drug:4713,Protein:683,0
386,Drug:55,Protein:953,1
387,Drug:2286,Protein:4400,0
388,Drug:4915,Protein:1487,1
389,Drug:1660,Protein:1487,1
390,Drug:4989,Protein:54,0
391,Drug:2874,Protein:946,0
392,Drug:657,Protein:194,0
393,Drug:4388,Protein:2292,0
394,Drug:5650,Protein:3428,0
395,Drug:3046,Protein:1006,1
396,Drug:2239,Protein:231,1
397,Drug:1570,Protein:4465,0
398,Drug:2195,Protein:3548,0
399,Drug:2437,Protein:1432,1
400,Drug:4543,Protein:329,1
401,Drug:2623,Protein:3963,1
402,Drug:2407,Protein:3707,0
403,Drug:2437,Protein:2660,1
404,Drug:2910,Protein:3423,1
405,Drug:2244,Protein:1514,0
406,Drug:5509,Protein:4231,0
407,Drug:5010,Protein:337,1
408,Drug:6187,Protein:301,0
409,Drug:714,Protein:1304,1
410,Drug:1865,Protein:421,0
411,Drug:1105,Protein:3488,0
412,Drug:2173,Protein:1475,0
413,Drug:5732,Protein:2553,0
414,Drug:5701,Protein:1811,0
415,Drug:2914,Protein:3853,1
416,Drug:5304,Protein:2433,1
417,Drug:4587,Protein:1156,1
418,Drug:5039,Protein:1042,1
419,Drug:50,Protein:1463,0
420,Drug:4877,Protein:83,0
421,Drug:4772,Protein:4129,0
422,Drug:5396,Protein:1236,0
423,Drug:5972,Protein:1304,0
424,Drug:903,Protein:1334,1
425,Drug:1236,Protein:2107,1
426,Drug:3545,Protein:935,0
427,Drug:2261,Protein:2324,0
428,Drug:3413,Protein:247,1
429,Drug:1768,Protein:834,0
430,Drug:3059,Protein:3796,0
431,Drug:4625,Protein:263,0
432,Drug:2045,Protein:145,0
433,Drug:507,Protein:1613,0
434,Drug:633,Protein:1223,1
435,Drug:541,Protein:3668,0
436,Drug:4906,Protein:2038,0
437,Drug:4528,Protein:1598,0
438,Drug:5988,Protein:966,0
439,Drug:3667,Protein:3707,0
440,Drug:4903,Protein:601,0
441,Drug:2789,Protein:1573,0
442,Drug:5145,Protein:781,1
443,Drug:5870,Protein:2592,1
444,Drug:4290,Protein:2354,1
445,Drug:2437,Protein:2438,1
446,Drug:2572,Protein:1272,0
447,Drug:965,Protein:2309,1
448,Drug:4774,Protein:2784,0
449,Drug:4203,Protein:3222,1
450,Drug:2079,Protein:3886,0
451,Drug:5510,Protein:3060,0
452,Drug:2840,Protein:1298,1
453,Drug:4729,Protein:3432,0
454,Drug:5308,Protein:2084,0
455,Drug:5642,Protein:328,1
456,Drug:5897,Protein:2906,1
457,Drug:2944,Protein:3562,0
458,Drug:4223,Protein:3867,0
459,Drug:1515,Protein:4372,0
460,Drug:4367,Protein:366,1
461,Drug:5518,Protein:4379,1
462,Drug:3536,Protein:1124,0
463,Drug:989,Protein:595,0
464,Drug:4535,Protein:774,1
465,Drug:6118,Protein:4268,0
466,Drug:656,Protein:3864,0
467,Drug:403,Protein:2067,0
468,Drug:287,Protein:1244,0
469,Drug:2304,Protein:4316,0
470,Drug:3601,Protein:1638,1
471,Drug:2788,Protein:380,0
472,Drug:401,Protein:584,0
473,Drug:4665,Protein:3015,1
474,Drug:2237,Protein:297,0
475,Drug:6502,Protein:2832,0
476,Drug:5465,Protein:3410,0
477,Drug:2546,Protein:1517,0
478,Drug:748,Protein:3758,0
479,Drug:5087,Protein:2700,0
480,Drug:222,Protein:1852,1
481,Drug:2072,Protein:3674,1
482,Drug:5151,Protein:3360,0
483,Drug:2242,Protein:528,0
484,Drug:1261,Protein:3062,0
485,Drug:4192,Protein:1961,1
486,Drug:6317,Protein:1054,0
487,Drug:4817,Protein:865,0
488,Drug:5258,Protein:3423,0
489,Drug:2094,Protein:2092,1
490,Drug:1219,Protein:1672,0
491,Drug:2274,Protein:3182,0
492,Drug:6050,Protein:302,0
493,Drug:2441,Protein:972,0
494,Drug:236,Protein:2502,1
495,Drug:4847,Protein:1262,1
496,Drug:470,Protein:2379,0
497,Drug:2782,Protein:2537,1
498,Drug:3083,Protein:2794,0
499,Drug:5664,Protein:3755,0
500,Drug:5819,Protein:2782,0
501,Drug:2290,Protein:1574,0
502,Drug:712,Protein:4006,0
503,Drug:3356,Protein:2406,1
504,Drug:1903,Protein:377,0
505,Drug:3541,Protein:2355,0
506,Drug:4554,Protein:4319,1
507,Drug:4872,Protein:3787,0
508,Drug:2634,Protein:405,1
509,Drug:54,Protein:1100,0
510,Drug:4833,Protein:3771,0
511,Drug:526,Protein:1339,0
512,Drug:311,Protein:3013,1
513,Drug:702,Protein:1489,0
514,Drug:1595,Protein:1520,0
515,Drug:2015,Protein:903,1
516,Drug:1298,Protein:770,1
517,Drug:995,Protein:1262,1
518,Drug:1834,Protein:315,0
519,Drug:4231,Protein:2630,0
520,Drug:26,Protein:1295,1
521,Drug:5513,Protein:1314,0
522,Drug:5705,Protein:1160,1
523,Drug:4183,Protein:2418,0
524,Drug:2079,Protein:4055,0
525,Drug:2439,Protein:3503,0
526,Drug:3293,Protein:563,1
527,Drug:6683,Protein:2228,1
528,Drug:4771,Protein:2649,1
529,Drug:3009,Protein:1931,0
530,Drug:4011,Protein:2527,1
531,Drug:5813,Protein:2565,0
532,Drug:4742,Protein:2895,0
533,Drug:1330,Protein:4392,1
534,Drug:3253,Protein:4267,1
535,Drug:5161,Protein:1101,0
536,Drug:4506,Protein:3260,0
537,Drug:861,Protein:3620,0
538,Drug:1537,Protein:1723,0
539,Drug:2587,Protein:496,0
540,Drug:4307,Protein:3495,0
541,Drug:3610,Protein:3133,1
542,Drug:1842,Protein:72,0
543,Drug:2676,Protein:2333,0
544,Drug:1451,Protein:2107,1
545,Drug:6030,Protein:134,0
546,Drug:1949,Protein:1655,1
547,Drug:5727,Protein:4449,1
548,Drug:1073,Protein:4365,0
549,Drug:4134,Protein:1550,0
550,Drug:2773,Protein:4407,1
551,Drug:569,Protein:3012,0
552,Drug:4146,Protein:3898,0
553,Drug:803,Protein:2733,1
554,Drug:3178,Protein:3873,1
555,Drug:6546,Protein:1108,1
556,Drug:2162,Protein:1257,0
557,Drug:6752,Protein:1090,0
558,Drug:4415,Protein:919,1
559,Drug:4144,Protein:775,0
560,Drug:3657,Protein:2315,1
561,Drug:6264,Protein:4009,1
562,Drug:5466,Protein:3244,0
563,Drug:1563,Protein:1526,0
564,Drug:1407,Protein:873,0
565,Drug:1433,Protein:2922,0
566,Drug:3227,Protein:3979,0
567,Drug:1430,Protein:474,1
568,Drug:4222,Protein:4361,0
569,Drug:6237,Protein:3527,0
570,Drug:844,Protein:3084,0
571,Drug:789,Protein:3112,1
572,Drug:3683,Protein:1003,1
573,Drug:3533,Protein:3526,0
574,Drug:1064,Protein:3913,1
575,Drug:2506,Protein:4109,0
576,Drug:3700,Protein:1812,0
577,Drug:1038,Protein:2426,0
578,Drug:5936,Protein:2202,0
579,Drug:2043,Protein:768,0
580,Drug:5050,Protein:180,0
581,Drug:189,Protein:1725,0
582,Drug:5372,Protein:1903,0
583,Drug:801,Protein:4321,1
584,Drug:5328,Protein:2353,1
585,Drug:3131,Protein:1911,0
586,Drug:2647,Protein:4220,0
587,Drug:3217,Protein:682,0
588,Drug:1119,Protein:3168,1
589,Drug:5595,Protein:354,1
590,Drug:5132,Protein:1156,1
591,Drug:1508,Protein:1101,0
592,Drug:4646,Protein:1095,1
593,Drug:3579,Protein:3954,1
594,Drug:4245,Protein:1740,1
595,Drug:1774,Protein:1647,1
596,Drug:3959,Protein:330,0
597,Drug:381,Protein:3235,0
598,Drug:541,Protein:4229,1
599,Drug:6584,Protein:903,1
600,Drug:2811,Protein:2882,0
601,Drug:5827,Protein:973,0
602,Drug:2174,Protein:677,1
603,Drug:788,Protein:1590,0
604,Drug:3468,Protein:995,0
605,Drug:1069,Protein:3256,1
606,Drug:1439,Protein:2295,0
607,Drug:5319,Protein:3317,0
608,Drug:5140,Protein:3026,1
609,Drug:6527,Protein:31,1
610,Drug:4739,Protein:3892,1
611,Drug:315,Protein:1369,0
612,Drug:4977,Protein:235,0
613,Drug:2327,Protein:63,0
614,Drug:1441,Protein:278,1
615,Drug:1022,Protein:4378,1
616,Drug:2768,Protein:2694,0
617,Drug:1300,Protein:4298,1
618,Drug:3463,Protein:1266,0
619,Drug:3432,Protein:1500,1
620,Drug:670,Protein:538,0
621,Drug:2363,Protein:964,0
622,Drug:2532,Protein:920,1
623,Drug:2486,Protein:2843,0
624,Drug:5782,Protein:3256,1
625,Drug:2061,Protein:3211,0
626,Drug:4069,Protein:494,1
627,Drug:4009,Protein:4207,0
628,Drug:6619,Protein:353,1
629,Drug:6633,Protein:2793,1
630,Drug:663,Protein:411,0
631,Drug:866,Protein:4197,0
632,Drug:4718,Protein:2386,1
633,Drug:4634,Protein:2388,1
634,Drug:5593,Protein:2433,1
635,Drug:4390,Protein:3089,0
636,Drug:983,Protein:2179,0
637,Drug:602,Protein:781,1
638,Drug:5330,Protein:582,1
639,Drug:3659,Protein:793,0
640,Drug:476,Protein:1993,0
641,Drug:4893,Protein:3981,1
642,Drug:877,Protein:1740,1
643,Drug:5486,Protein:2352,1
644,Drug:5349,Protein:3768,0
645,Drug:6646,Protein:466,0
646,Drug:4117,Protein:1102,0
647,Drug:3055,Protein:3233,1
648,Drug:4731,Protein:333,0
649,Drug:2904,Protein:1267,1
650,Drug:3801,Protein:3777,0
651,Drug:4995,Protein:3170,0
652,Drug:1273,Protein:4116,0
653,Drug:4022,Protein:2466,0
654,Drug:5576,Protein:4139,1
655,Drug:1052,Protein:30,1
656,Drug:1376,Protein:2537,1
657,Drug:1892,Protein:3282,1
658,Drug:4948,Protein:3349,0
659,Drug:5973,Protein:1411,0
660,Drug:1900,Protein:1905,0
661,Drug:5259,Protein:1248,0
662,Drug:6067,Protein:3891,1
663,Drug:1532,Protein:959,0
664,Drug:4412,Protein:1321,0
665,Drug:3658,Protein:4081,1
666,Drug:1936,Protein:3787,1
667,Drug:5937,Protein:2164,0
668,Drug:5723,Protein:3929,1
669,Drug:4806,Protein:2951,0
670,Drug:176,Protein:1327,1
671,Drug:643,Protein:81,1
672,Drug:2918,Protein:2940,1
673,Drug:1602,Protein:1020,0
674,Drug:5825,Protein:3133,1
675,Drug:1652,Protein:1099,1
676,Drug:1489,Protein:1040,0
677,Drug:5802,Protein:2380,1
678,Drug:4780,Protein:514,0
679,Drug:5160,Protein:767,1
680,Drug:6099,Protein:3119,1
681,Drug:2228,Protein:2648,0
682,Drug:2642,Protein:2992,0
683,Drug:6070,Protein:786,1
684,Drug:6724,Protein:4294,0
685,Drug:2724,Protein:135,0
686,Drug:2740,Protein:3620,1
687,Drug:3146,Protein:1060,0
688,Drug:2844,Protein:3357,1
689,Drug:6426,Protein:3070,0
690,Drug:3463,Protein:3933,0
691,Drug:1827,Protein:3859,1
692,Drug:5140,Protein:61,1
693,Drug:1098,Protein:3013,1
694,Drug:2947,Protein:4315,0
695,Drug:1130,Protein:1237,0
696,Drug:4155,Protein:1861,0
697,Drug:3730,Protein:641,1
698,Drug:3748,Protein:358,0
699,Drug:2825,Protein:4392,1
700,Drug:2399,Protein:2262,1
701,Drug:2688,Protein:3972,1
702,Drug:721,Protein:4453,0
703,Drug:5085,Protein:3730,0
704,Drug:5863,Protein:3145,0
705,Drug:6671,Protein:1296,0
706,Drug:6403,Protein:3445,0
707,Drug:6507,Protein:3114,0
708,Drug:6362,Protein:1527,0
709,Drug:3547,Protein:1635,0
710,Drug:382,Protein:2614,0
711,Drug:2868,Protein:802,0
712,Drug:2017,Protein:2695,1
713,Drug:3850,Protein:2378,0
714,Drug:3602,Protein:2600,0
715,Drug:1278,Protein:3164,0
716,Drug:5724,Protein:2691,1
717,Drug:817,Protein:520,0
718,Drug:647,Protein:859,1
719,Drug:5180,Protein:1528,0
720,Drug:5647,Protein:2526,0
721,Drug:5705,Protein:2481,1
722,Drug:6027,Protein:527,0
723,Drug:576,Protein:2058,0
724,Drug:3533,Protein:2892,0
725,Drug:4446,Protein:2164,0
726,Drug:3164,Protein:3738,0
727,Drug:444,Protein:549,1
728,Drug:2535,Protein:4446,1
729,Drug:2861,Protein:2091,0
730,Drug:5615,Protein:498,0
731,Drug:4406,Protein:1657,0
732,Drug:1074,Protein:1095,1
733,Drug:6698,Protein:2958,0
734,Drug:6677,Protein:1156,1
735,Drug:602,Protein:207,1
736,Drug:641,Protein:353,1
737,Drug:5870,Protein:538,0
738,Drug:3601,Protein:1735,1
739,Drug:2568,Protein:429,0
740,Drug:2475,Protein:246,0
741,Drug:2113,Protein:2754,1
742,Drug:3308,Protein:1710,1
743,Drug:903,Protein:2816,0
744,Drug:3412,Protein:2654,0
745,Drug:1000,Protein:3447,1
746,Drug:600,Protein:3944,0
747,Drug:2155,Protein:1364,0
748,Drug:1524,Protein:4326,0
749,Drug:3572,Protein:1141,1
750,Drug:3194,Protein:2169,1
751,Drug:4525,Protein:3543,0
752,Drug:1000,Protein:4152,1
753,Drug:1958,Protein:230,1
754,Drug:1000,Protein:3667,1
755,Drug:4704,Protein:4377,0
756,Drug:5248,Protein:3470,1
757,Drug:4927,Protein:4031,0
758,Drug:1500,Protein:254,0
759,Drug:4924,Protein:576,0
760,Drug:3671,Protein:3871,1
761,Drug:980,Protein:2310,0
762,Drug:2587,Protein:2833,0
763,Drug:908,Protein:3841,0
764,Drug:3319,Protein:885,0
765,Drug:580,Protein:956,0
766,Drug:3277,Protein:2789,1
767,Drug:5124,Protein:1282,0
768,Drug:5693,Protein:2475,1
769,Drug:1284,Protein:1911,0
770,Drug:1680,Protein:4131,0
771,Drug:3484,Protein:3436,0
772,Drug:5170,Protein:641,1
773,Drug:4077,Protein:1271,0
774,Drug:5353,Protein:1780,0
775,Drug:1032,Protein:2443,0
776,Drug:1461,Protein:394,0
777,Drug:6475,Protein:3218,0
778,Drug:1040,Protein:1277,1
779,Drug:106,Protein:3187,0
780,Drug:5697,Protein:1266,0
781,Drug:3806,Protein:3443,1
782,Drug:2246,Protein:4082,0
783,Drug:4718,Protein:882,1
784,Drug:5429,Protein:2711,0
785,Drug:1365,Protein:1257,0
786,Drug:616,Protein:502,1
787,Drug:1000,Protein:1923,1
788,Drug:6298,Protein:3293,1
789,Drug:1326,Protein:32,1
790,Drug:1767,Protein:2767,0
791,Drug:2132,Protein:2726,0
792,Drug:2266,Protein:1269,0
793,Drug:544,Protein:1527,0
