,head,tail,label
229,Drug:227,Protein:159,0
230,Drug:228,Protein:160,1
231,Drug:229,Protein:161,1
232,Drug:230,Protein:162,0
233,Drug:231,Protein:50,1
234,Drug:232,Protein:163,0
235,Drug:233,Protein:164,1
236,Drug:234,Protein:48,0
237,Drug:235,Protein:165,1
238,Drug:236,Protein:166,1
239,Drug:237,Protein:167,1
240,Drug:238,Protein:168,1
241,Drug:239,Protein:169,0
242,Drug:240,Protein:170,1
243,Drug:241,Protein:171,0
244,Drug:242,Protein:172,1
245,Drug:243,Protein:173,1
246,Drug:244,Protein:174,0
247,Drug:245,Protein:7,0
248,Drug:246,Protein:175,0
249,Drug:247,Protein:125,1
250,Drug:248,Protein:176,1
251,Drug:249,Protein:43,0
252,Drug:250,Protein:3,0
253,Drug:251,Protein:77,0
254,Drug:252,Protein:177,1
255,Drug:253,Protein:178,1
256,Drug:254,Protein:179,1
257,Drug:255,Protein:61,1
258,Drug:256,Protein:100,1
259,Drug:257,Protein:180,1
260,Drug:258,Protein:77,0
261,Drug:259,Protein:52,0
262,Drug:260,Protein:181,0
263,Drug:261,Protein:182,0
264,Drug:262,Protein:40,1
265,Drug:263,Protein:3,0
266,Drug:264,Protein:19,0
267,Drug:265,Protein:183,1
268,Drug:266,Protein:184,1
269,Drug:267,Protein:185,0
270,Drug:268,Protein:186,0
271,Drug:269,Protein:187,1
272,Drug:270,Protein:188,0
273,Drug:271,Protein:17,1
274,Drug:272,Protein:189,1
275,Drug:273,Protein:26,0
276,Drug:274,Protein:190,0
277,Drug:275,Protein:191,1
278,Drug:276,Protein:192,1
279,Drug:277,Protein:3,1
280,Drug:278,Protein:136,1
281,Drug:279,Protein:193,1
282,Drug:280,Protein:194,1
283,Drug:281,Protein:3,0
284,Drug:282,Protein:170,1
285,Drug:283,Protein:165,1
286,Drug:284,Protein:195,1
287,Drug:285,Protein:196,0
288,Drug:286,Protein:197,0
289,Drug:287,Protein:198,0
290,Drug:288,Protein:199,0
291,Drug:289,Protein:48,0
292,Drug:290,Protein:37,0
293,Drug:291,Protein:200,0
294,Drug:292,Protein:201,0
295,Drug:293,Protein:202,0
296,Drug:294,Protein:3,0
297,Drug:295,Protein:203,0
298,Drug:296,Protein:67,1
299,Drug:297,Protein:204,0
300,Drug:298,Protein:166,1
301,Drug:299,Protein:205,1
302,Drug:300,Protein:7,0
303,Drug:301,Protein:206,0
304,Drug:302,Protein:32,0
305,Drug:303,Protein:207,0
306,Drug:304,Protein:208,0
307,Drug:305,Protein:185,0
308,Drug:306,Protein:209,1
309,Drug:307,Protein:82,1
310,Drug:308,Protein:116,0
311,Drug:309,Protein:115,0
312,Drug:310,Protein:210,1
313,Drug:311,Protein:211,1
314,Drug:312,Protein:77,0
315,Drug:313,Protein:65,0
316,Drug:146,Protein:133,0
317,Drug:314,Protein:158,1
318,Drug:315,Protein:3,0
319,Drug:316,Protein:15,1
320,Drug:317,Protein:212,0
321,Drug:318,Protein:213,0
322,Drug:319,Protein:214,1
323,Drug:320,Protein:182,0
324,Drug:321,Protein:0,0
325,Drug:322,Protein:169,0
326,Drug:323,Protein:215,0
327,Drug:227,Protein:216,0
328,Drug:324,Protein:41,0
329,Drug:325,Protein:217,1
330,Drug:326,Protein:25,0
331,Drug:327,Protein:218,0
332,Drug:328,Protein:17,0
333,Drug:329,Protein:214,0
334,Drug:330,Protein:3,0
335,Drug:331,Protein:219,1
336,Drug:332,Protein:147,1
337,Drug:333,Protein:220,1
338,Drug:334,Protein:221,0
339,Drug:335,Protein:222,0
340,Drug:336,Protein:72,0
341,Drug:337,Protein:32,0
342,Drug:338,Protein:223,1
343,Drug:339,Protein:224,1
344,Drug:340,Protein:137,0
345,Drug:341,Protein:18,0
346,Drug:342,Protein:72,0
347,Drug:343,Protein:225,1
348,Drug:344,Protein:24,0
349,Drug:345,Protein:32,0
350,Drug:346,Protein:42,0
351,Drug:347,Protein:189,1
352,Drug:348,Protein:122,0
353,Drug:349,Protein:66,0
354,Drug:350,Protein:226,1
355,Drug:351,Protein:227,0
356,Drug:352,Protein:228,1
357,Drug:353,Protein:77,0
358,Drug:354,Protein:229,0
359,Drug:355,Protein:25,0
360,Drug:356,Protein:75,1
361,Drug:357,Protein:7,0
362,Drug:358,Protein:3,0
363,Drug:359,Protein:11,0
364,Drug:360,Protein:38,0
365,Drug:361,Protein:149,0
366,Drug:362,Protein:230,1
367,Drug:363,Protein:101,1
368,Drug:364,Protein:231,0
369,Drug:365,Protein:3,0
370,Drug:366,Protein:43,1
371,Drug:367,Protein:232,1
372,Drug:368,Protein:233,1
373,Drug:79,Protein:142,1
374,Drug:354,Protein:234,0
375,Drug:369,Protein:235,0
376,Drug:370,Protein:236,1
377,Drug:371,Protein:158,0
378,Drug:372,Protein:3,0
379,Drug:373,Protein:237,1
380,Drug:374,Protein:148,1
381,Drug:375,Protein:0,0
382,Drug:376,Protein:238,0
383,Drug:377,Protein:239,0
384,Drug:126,Protein:3,0
385,Drug:378,Protein:166,1
386,Drug:379,Protein:240,1
387,Drug:242,Protein:241,1
388,Drug:380,Protein:18,0
389,Drug:381,Protein:50,1
390,Drug:382,Protein:48,0
391,Drug:383,Protein:182,0
392,Drug:384,Protein:242,0
393,Drug:385,Protein:243,1
394,Drug:386,Protein:244,0
395,Drug:387,Protein:111,0
396,Drug:388,Protein:245,0
397,Drug:389,Protein:91,0
398,Drug:390,Protein:32,0
399,Drug:391,Protein:48,0
400,Drug:392,Protein:41,0
401,Drug:393,Protein:246,0
402,Drug:394,Protein:176,1
403,Drug:395,Protein:7,0
404,Drug:396,Protein:242,1
405,Drug:397,Protein:247,1
406,Drug:398,Protein:134,1
407,Drug:399,Protein:103,1
408,Drug:400,Protein:3,0
409,Drug:401,Protein:39,0
410,Drug:402,Protein:120,0
411,Drug:403,Protein:100,1
412,Drug:404,Protein:248,1
413,Drug:405,Protein:249,0
414,Drug:406,Protein:33,0
415,Drug:407,Protein:113,1
416,Drug:205,Protein:250,0
417,Drug:408,Protein:251,1
418,Drug:409,Protein:149,0
419,Drug:410,Protein:211,1
420,Drug:411,Protein:0,0
421,Drug:412,Protein:252,1
422,Drug:413,Protein:86,0
423,Drug:414,Protein:253,1
424,Drug:415,Protein:35,1
425,Drug:416,Protein:254,0
426,Drug:417,Protein:255,0
427,Drug:418,Protein:148,1
428,Drug:419,Protein:256,0
429,Drug:420,Protein:9,1
430,Drug:421,Protein:257,0
431,Drug:422,Protein:7,1
432,Drug:423,Protein:77,0
433,Drug:424,Protein:100,1
434,Drug:425,Protein:39,1
435,Drug:426,Protein:48,0
436,Drug:427,Protein:142,0
437,Drug:220,Protein:258,1
438,Drug:428,Protein:100,1
439,Drug:429,Protein:259,0
440,Drug:430,Protein:260,0
441,Drug:431,Protein:261,0
442,Drug:432,Protein:262,1
443,Drug:433,Protein:263,1
444,Drug:434,Protein:0,0
445,Drug:435,Protein:7,0
446,Drug:436,Protein:264,1
447,Drug:437,Protein:265,0
448,Drug:438,Protein:266,0
449,Drug:439,Protein:8,1
450,Drug:440,Protein:267,0
451,Drug:441,Protein:202,0
452,Drug:442,Protein:19,0
453,Drug:443,Protein:3,0
454,Drug:444,Protein:18,0
455,Drug:445,Protein:50,1
456,Drug:446,Protein:256,1
457,Drug:447,Protein:67,1
458,Drug:448,Protein:268,1
459,Drug:449,Protein:269,1
460,Drug:450,Protein:155,0
461,Drug:451,Protein:270,1
462,Drug:452,Protein:198,0
463,Drug:453,Protein:182,0
464,Drug:454,Protein:271,1
465,Drug:455,Protein:193,0
466,Drug:456,Protein:82,1
467,Drug:457,Protein:272,1
468,Drug:458,Protein:273,1
469,Drug:459,Protein:77,0
470,Drug:460,Protein:86,0
471,Drug:461,Protein:274,0
472,Drug:391,Protein:41,0
473,Drug:462,Protein:264,1
474,Drug:463,Protein:275,0
475,Drug:464,Protein:187,1
476,Drug:465,Protein:276,1
477,Drug:466,Protein:277,1
478,Drug:467,Protein:278,1
479,Drug:468,Protein:279,1
480,Drug:469,Protein:242,1
481,Drug:470,Protein:280,0
482,Drug:471,Protein:246,0
483,Drug:472,Protein:74,1
484,Drug:473,Protein:48,0
485,Drug:474,Protein:91,0
486,Drug:475,Protein:256,1
487,Drug:476,Protein:224,1
488,Drug:477,Protein:281,0
489,Drug:478,Protein:266,0
490,Drug:479,Protein:35,1
491,Drug:480,Protein:282,1
492,Drug:481,Protein:283,1
493,Drug:482,Protein:284,1
494,Drug:483,Protein:285,1
495,Drug:484,Protein:286,0
496,Drug:485,Protein:287,0
497,Drug:486,Protein:143,0
498,Drug:487,Protein:61,1
499,Drug:488,Protein:100,1
500,Drug:489,Protein:288,1
501,Drug:490,Protein:55,1
502,Drug:491,Protein:27,1
503,Drug:492,Protein:53,0
504,Drug:493,Protein:289,1
505,Drug:494,Protein:290,0
506,Drug:30,Protein:157,1
507,Drug:495,Protein:100,1
508,Drug:496,Protein:40,0
509,Drug:497,Protein:240,1
510,Drug:498,Protein:242,1
511,Drug:499,Protein:291,0
512,Drug:500,Protein:228,1
513,Drug:501,Protein:292,0
514,Drug:502,Protein:77,0
515,Drug:503,Protein:7,0
516,Drug:504,Protein:18,0
517,Drug:505,Protein:43,0
518,Drug:506,Protein:293,1
519,Drug:507,Protein:3,0
520,Drug:508,Protein:294,0
521,Drug:509,Protein:0,0
522,Drug:510,Protein:94,0
523,Drug:511,Protein:295,0
524,Drug:512,Protein:18,0
525,Drug:513,Protein:187,0
526,Drug:514,Protein:17,0
527,Drug:372,Protein:296,1
528,Drug:515,Protein:171,0
529,Drug:516,Protein:297,0
530,Drug:517,Protein:298,0
531,Drug:518,Protein:299,0
532,Drug:519,Protein:109,0
533,Drug:520,Protein:7,1
534,Drug:521,Protein:102,0
535,Drug:522,Protein:100,1
536,Drug:523,Protein:50,1
537,Drug:524,Protein:106,1
538,Drug:525,Protein:300,1
539,Drug:526,Protein:129,0
540,Drug:527,Protein:27,0
541,Drug:528,Protein:301,1
542,Drug:529,Protein:50,1
543,Drug:530,Protein:32,0
544,Drug:531,Protein:137,0
545,Drug:532,Protein:302,0
546,Drug:533,Protein:109,1
547,Drug:534,Protein:52,0
548,Drug:535,Protein:102,0
549,Drug:536,Protein:303,1
550,Drug:537,Protein:304,1
551,Drug:538,Protein:305,0
552,Drug:539,Protein:204,0
553,Drug:540,Protein:35,1
554,Drug:541,Protein:306,0
555,Drug:542,Protein:43,1
556,Drug:543,Protein:307,1
557,Drug:544,Protein:260,1
558,Drug:545,Protein:308,0
559,Drug:546,Protein:48,0
560,Drug:547,Protein:143,1
561,Drug:548,Protein:265,0
562,Drug:549,Protein:309,1
563,Drug:1,Protein:25,0
564,Drug:550,Protein:310,1
565,Drug:551,Protein:311,0
566,Drug:552,Protein:77,0
567,Drug:553,Protein:312,1
568,Drug:554,Protein:37,0
569,Drug:555,Protein:313,1
570,Drug:556,Protein:40,1
571,Drug:557,Protein:314,1
572,Drug:558,Protein:315,1
573,Drug:559,Protein:44,0
574,Drug:560,Protein:0,0
575,Drug:561,Protein:316,1
576,Drug:562,Protein:317,0
577,Drug:563,Protein:113,1
578,Drug:564,Protein:318,0
579,Drug:444,Protein:67,1
580,Drug:565,Protein:319,0
581,Drug:566,Protein:320,0
582,Drug:567,Protein:113,1
583,Drug:568,Protein:173,1
584,Drug:569,Protein:3,0
585,Drug:570,Protein:321,1
586,Drug:571,Protein:204,0
587,Drug:572,Protein:61,0
588,Drug:573,Protein:322,1
589,Drug:574,Protein:3,0
590,Drug:575,Protein:223,0
591,Drug:576,Protein:46,0
592,Drug:577,Protein:242,0
593,Drug:578,Protein:16,1
594,Drug:106,Protein:77,0
595,Drug:579,Protein:323,0
596,Drug:42,Protein:324,0
597,Drug:580,Protein:325,0
598,Drug:581,Protein:312,0
599,Drug:582,Protein:326,1
600,Drug:583,Protein:102,0
601,Drug:584,Protein:212,1
602,Drug:585,Protein:327,1
603,Drug:586,Protein:198,0
604,Drug:587,Protein:180,1
605,Drug:588,Protein:7,0
606,Drug:320,Protein:228,1
607,Drug:589,Protein:7,0
608,Drug:590,Protein:328,0
609,Drug:591,Protein:0,0
610,Drug:168,Protein:329,1
611,Drug:592,Protein:35,1
612,Drug:593,Protein:100,0
613,Drug:594,Protein:128,0
614,Drug:595,Protein:77,0
615,Drug:596,Protein:60,0
616,Drug:597,Protein:53,1
617,Drug:598,Protein:330,0
618,Drug:599,Protein:331,1
619,Drug:600,Protein:58,1
620,Drug:601,Protein:332,0
621,Drug:602,Protein:333,0
622,Drug:603,Protein:264,1
623,Drug:604,Protein:261,0
624,Drug:605,Protein:334,1
625,Drug:606,Protein:283,0
626,Drug:607,Protein:35,1
627,Drug:608,Protein:40,1
628,Drug:609,Protein:6,1
629,Drug:610,Protein:26,1
630,Drug:611,Protein:335,1
631,Drug:612,Protein:86,0
632,Drug:613,Protein:88,1
633,Drug:614,Protein:48,0
634,Drug:267,Protein:17,0
635,Drug:615,Protein:336,1
636,Drug:616,Protein:77,0
637,Drug:617,Protein:56,0
638,Drug:618,Protein:265,1
639,Drug:619,Protein:20,0
640,Drug:620,Protein:195,0
641,Drug:621,Protein:100,1
642,Drug:622,Protein:0,0
643,Drug:623,Protein:242,1
644,Drug:624,Protein:337,1
645,Drug:625,Protein:100,1
646,Drug:626,Protein:338,1
647,Drug:627,Protein:339,0
648,Drug:628,Protein:340,1
649,Drug:629,Protein:341,1
650,Drug:630,Protein:25,0
651,Drug:631,Protein:264,1
652,Drug:632,Protein:175,0
653,Drug:633,Protein:342,1
654,Drug:634,Protein:89,1
655,Drug:635,Protein:297,0
656,Drug:636,Protein:242,1
657,Drug:637,Protein:109,0
658,Drug:638,Protein:25,0
659,Drug:639,Protein:343,1
660,Drug:640,Protein:344,0
661,Drug:641,Protein:103,1
662,Drug:642,Protein:143,1
663,Drug:643,Protein:96,0
664,Drug:644,Protein:34,0
665,Drug:645,Protein:288,1
666,Drug:646,Protein:52,0
667,Drug:647,Protein:345,0
668,Drug:648,Protein:35,1
669,Drug:649,Protein:0,0
670,Drug:650,Protein:280,0
671,Drug:651,Protein:101,0
672,Drug:652,Protein:346,1
673,Drug:653,Protein:25,0
674,Drug:654,Protein:264,1
675,Drug:655,Protein:347,1
676,Drug:654,Protein:77,0
677,Drug:656,Protein:89,1
678,Drug:657,Protein:39,0
679,Drug:658,Protein:348,1
680,Drug:659,Protein:49,1
681,Drug:660,Protein:349,1
682,Drug:661,Protein:34,1
683,Drug:662,Protein:350,1
684,Drug:663,Protein:0,0
685,Drug:465,Protein:319,1
686,Drug:664,Protein:47,1
687,Drug:665,Protein:351,0
688,Drug:666,Protein:39,1
689,Drug:667,Protein:352,0
690,Drug:668,Protein:344,0
691,Drug:669,Protein:353,0
692,Drug:670,Protein:52,0
693,Drug:671,Protein:67,1
694,Drug:672,Protein:37,0
695,Drug:673,Protein:354,0
696,Drug:674,Protein:355,1
697,Drug:675,Protein:41,0
698,Drug:676,Protein:56,0
699,Drug:677,Protein:356,1
700,Drug:678,Protein:95,1
701,Drug:679,Protein:7,0
702,Drug:281,Protein:28,1
703,Drug:680,Protein:242,0
704,Drug:681,Protein:0,0
705,Drug:682,Protein:216,0
706,Drug:683,Protein:19,1
707,Drug:684,Protein:357,1
708,Drug:685,Protein:358,0
709,Drug:686,Protein:359,0
710,Drug:687,Protein:360,1
711,Drug:688,Protein:361,0
712,Drug:689,Protein:220,0
713,Drug:690,Protein:3,0
714,Drug:691,Protein:169,0
715,Drug:692,Protein:362,1
716,Drug:693,Protein:67,1
717,Drug:694,Protein:89,1
718,Drug:695,Protein:47,1
719,Drug:696,Protein:363,0
720,Drug:697,Protein:32,0
721,Drug:553,Protein:3,0
722,Drug:698,Protein:364,1
723,Drug:699,Protein:365,0
724,Drug:700,Protein:366,0
725,Drug:518,Protein:367,1
726,Drug:701,Protein:230,1
727,Drug:702,Protein:368,0
728,Drug:703,Protein:43,0
729,Drug:704,Protein:49,1
730,Drug:705,Protein:201,0
731,Drug:706,Protein:369,1
732,Drug:707,Protein:41,0
733,Drug:708,Protein:370,1
734,Drug:709,Protein:0,0
735,Drug:710,Protein:52,0
736,Drug:711,Protein:371,1
737,Drug:712,Protein:372,1
738,Drug:713,Protein:219,1
739,Drug:332,Protein:89,1
740,Drug:714,Protein:19,1
741,Drug:715,Protein:3,0
742,Drug:716,Protein:373,0
743,Drug:717,Protein:374,0
744,Drug:718,Protein:257,1
745,Drug:719,Protein:348,1
746,Drug:720,Protein:260,0
747,Drug:721,Protein:375,1
748,Drug:722,Protein:187,0
749,Drug:723,Protein:267,0
750,Drug:724,Protein:376,0
751,Drug:725,Protein:100,1
752,Drug:726,Protein:35,1
753,Drug:727,Protein:44,0
754,Drug:728,Protein:377,0
755,Drug:729,Protein:7,0
756,Drug:730,Protein:142,0
757,Drug:558,Protein:160,0
758,Drug:731,Protein:100,1
759,Drug:79,Protein:125,1
760,Drug:732,Protein:24,0
761,Drug:733,Protein:49,1
762,Drug:734,Protein:378,1
763,Drug:735,Protein:39,1
764,Drug:736,Protein:379,0
765,Drug:737,Protein:380,1
766,Drug:738,Protein:46,1
767,Drug:739,Protein:17,0
768,Drug:740,Protein:381,0
769,Drug:741,Protein:160,1
770,Drug:742,Protein:382,1
771,Drug:659,Protein:289,1
772,Drug:743,Protein:383,1
773,Drug:744,Protein:206,1
774,Drug:268,Protein:157,0
775,Drug:745,Protein:384,0
776,Drug:746,Protein:23,0
777,Drug:747,Protein:52,0
778,Drug:748,Protein:286,0
779,Drug:749,Protein:385,0
780,Drug:750,Protein:42,0
781,Drug:751,Protein:386,0
782,Drug:752,Protein:163,0
783,Drug:753,Protein:42,0
784,Drug:754,Protein:86,1
785,Drug:755,Protein:122,1
786,Drug:756,Protein:387,0
787,Drug:757,Protein:388,0
788,Drug:758,Protein:389,1
789,Drug:759,Protein:390,0
790,Drug:760,Protein:48,0
791,Drug:761,Protein:228,1
792,Drug:762,Protein:391,1
793,Drug:763,Protein:3,0
794,Drug:764,Protein:392,0
795,Drug:765,Protein:52,0
796,Drug:766,Protein:393,0
797,Drug:767,Protein:17,0
798,Drug:768,Protein:90,0
799,Drug:769,Protein:77,0
800,Drug:770,Protein:67,1
801,Drug:771,Protein:394,0
802,Drug:302,Protein:15,1
803,Drug:772,Protein:101,0
804,Drug:773,Protein:67,1
805,Drug:774,Protein:0,0
806,Drug:775,Protein:189,1
807,Drug:776,Protein:3,0
808,Drug:777,Protein:77,0
809,Drug:778,Protein:232,1
810,Drug:779,Protein:182,0
811,Drug:273,Protein:228,1
812,Drug:780,Protein:86,0
813,Drug:475,Protein:395,1
814,Drug:781,Protein:212,1
815,Drug:782,Protein:82,1
816,Drug:383,Protein:142,1
817,Drug:783,Protein:396,0
818,Drug:784,Protein:77,0
819,Drug:785,Protein:397,1
820,Drug:786,Protein:67,1
821,Drug:787,Protein:39,1
822,Drug:49,Protein:219,0
823,Drug:788,Protein:50,1
824,Drug:789,Protein:72,0
825,Drug:790,Protein:343,1
826,Drug:566,Protein:398,0
827,Drug:791,Protein:105,1
828,Drug:792,Protein:17,0
829,Drug:793,Protein:224,1
830,Drug:794,Protein:124,1
831,Drug:577,Protein:399,0
832,Drug:795,Protein:41,0
833,Drug:796,Protein:58,1
834,Drug:797,Protein:48,0
835,Drug:798,Protein:348,0
836,Drug:799,Protein:19,1
837,Drug:800,Protein:248,0
838,Drug:801,Protein:400,1
839,Drug:802,Protein:22,1
840,Drug:803,Protein:7,1
841,Drug:749,Protein:401,1
842,Drug:804,Protein:402,1
843,Drug:805,Protein:100,1
844,Drug:806,Protein:64,1
845,Drug:807,Protein:246,0
846,Drug:808,Protein:403,1
847,Drug:809,Protein:404,0
848,Drug:810,Protein:405,0
849,Drug:811,Protein:100,1
850,Drug:812,Protein:35,1
851,Drug:813,Protein:400,0
852,Drug:814,Protein:50,1
853,Drug:110,Protein:390,0
854,Drug:288,Protein:32,1
855,Drug:815,Protein:67,1
856,Drug:816,Protein:67,1
857,Drug:817,Protein:100,1
858,Drug:818,Protein:243,1
859,Drug:819,Protein:406,0
860,Drug:242,Protein:407,1
861,Drug:820,Protein:237,0
862,Drug:821,Protein:67,1
863,Drug:822,Protein:408,0
864,Drug:823,Protein:409,1
865,Drug:824,Protein:230,1
866,Drug:825,Protein:49,1
867,Drug:826,Protein:410,0
868,Drug:827,Protein:411,1
869,Drug:828,Protein:170,1
870,Drug:829,Protein:412,0
871,Drug:830,Protein:413,1
872,Drug:831,Protein:103,1
873,Drug:832,Protein:414,1
